ano;semestre;unidade;curso;qtd_ingressos;qtd_egressos;evasao
2022;1;FACOM;Engenharia de Software - Bacharelado;2;14.0;-600.0
2022;1;FACOM;Sistemas de Informação ;81;7.0;91.4
2022;1;FADIR;Direito;79;38.0;51.9
2022;1;FAED;Educação Física - Bacharelado;50;1.0;98.0
2022;1;FAED;Educação Física - Licenciatura;1;6.0;-500.0
2022;1;FAED;Pedagogia - Licenciatura;7;31.0;-342.9
2022;1;FAENG;Arquitetura e Urbanismo - Bacharelado;53;8.0;84.9
2022;1;FAENG;Engenharia Ambiental - Bacharelado;7;6.0;14.3
2022;1;FAENG;Engenharia Civil - Bacharelado;3;8.0;-166.7
2022;1;FAENG;Engenharia de Produção - Bacharelado;7;15.0;-114.3
2022;1;FAENG;Engenharia Elétrica - Bacharelado;2;5.0;-150.0
2022;1;FAENG;Geografia - Bacharelado;49;4.0;91.8
2022;1;FAMEZ;Medicina Veterinária - Bacharelado;1;4.0;-300.0
2022;1;FAMEZ;Zootecnia - Bacharelado;52;15.0;71.2
2022;1;INBIO;Ciências Biológicas - Bacharelado;51;4.0;92.2
2022;1;INBIO;Ciências Biológicas - Licenciatura;3;1.0;66.7
2022;1;INFI;Física - Bacharelado;28;2.0;92.9
2022;1;INFI;Física - Licenciatura;3;6.0;-100.0
2022;1;INISA;Enfermagem - Bacharelado;2;4.0;-100.0
2022;1;INISA;Fisioterapia - Bacharelado;1;5.0;-400.0
2022;1;INMA;Matemática - Licenciatura;50;4.0;92.0
2022;1;INQUI;Química - Bacharelado em Química Tecnológica;42;3.0;92.9
2022;1;INQUI;Química - Licenciatura;59;4.0;93.2
2022;2;CPAN;Matemática - Licenciatura;4;6.0;-50.0
2022;2;CPAN;Sistemas de Informação - Bacharelado;15;8.0;46.7
2022;2;CPAR;Matemática - Licenciatura;5;12.0;-140.0
2022;2;CPCS;Engenharia Florestal - Bacharelado;3;9.0;-200.0
2022;2;CPCX;Letras -  Português - Licenciatura;3;15.0;-400.0
2022;2;CPCX;Sistemas de Informação - Bacharelado;3;3.0;0.0
2022;2;CPNA;Administração - Bacharelado;1;23.0;-2200.0
2022;2;CPNA;Engenharia de Produção - Bacharelado;1;7.0;-600.0
2022;2;CPNA;História - Licenciatura;2;16.0;-700.0
2022;2;CPPP;Matemática - Licenciatura;3;9.0;-200.0
2022;2;CPPP;Sistemas de Informação - Bacharelado;6;10.0;-66.7
2022;2;CPTL;Letras - Português e Espanhol - Licenciatura;1;5.0;-400.0
2022;2;CPTL;Letras  Português e Literatura - Licenciatura;3;3.0;0.0
2022;2;ESAN;Administração - Bacharelado;4;46.0;-1050.0
2022;2;FACOM;Sistemas de Informação ;7;4.0;42.9
2022;2;FADIR;Direito;88;49.0;44.3
2022;2;FAED;Pedagogia - Licenciatura;2;36.0;-1700.0
2022;2;FAENG;Engenharia Civil - Bacharelado;4;34.0;-750.0
2022;2;FAMED;Medicina - Bacharelado;1;72.0;-7100.0
2021;1;CPAN;Administração - Bacharelado;51;8.0;84.3
2021;1;CPAN;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;37;4.0;89.2
2021;1;CPAN;CIÊNCIAS CONTÁBEIS - BACHARELADO;76;2.0;97.4
2021;1;CPAN;Direito - Bacharelado;50;11.0;78.0
2021;1;CPAN;Educação Física - Licenciatura;50;2.0;96.0
2021;1;CPAN;Geografia - Licenciatura;33;1.0;97.0
2021;1;CPAN;História - Licenciatura;41;1.0;97.6
2021;1;CPAN;Matemática - Licenciatura;21;7.0;66.7
2021;1;CPAN;Pedagogia - Licenciatura;51;2.0;96.1
2021;1;CPAQ;ADMINISTRAÇÃO - BACHARELADO;53;13.0;75.5
2021;1;CPAQ;Ciências Biológicas - Licenciatura;53;2.0;96.2
2021;1;CPAQ;Geografia - Bacharelado;8;5.0;37.5
2021;1;CPAQ;Geografia - Licenciatura;15;5.0;66.7
2021;1;CPAQ;Letras - Licenciatura - Habilitação em Português e Espanhol;21;3.0;85.7
2021;1;CPAQ;Pedagogia - Licenciatura;51;3.0;94.1
2021;1;CPAR;Administração - Bacharelado;65;6.0;90.8
2021;1;CPAR;Matemática - Licenciatura;29;3.0;89.7
2021;1;CPAR;Psicologia  - Bacharelado;42;6.0;85.7
2021;1;CPCS;Agronomia - Bacharelado;55;22.0;60.0
2021;1;CPCS;Engenharia Florestal - Bacharelado;30;2.0;93.3
2021;1;CPCX;ENFERMAGEM - BACHARELADO;37;7.0;81.1
2021;1;CPCX;Letras -  Português - Licenciatura;52;12.0;76.9
2021;1;CPNA;Administração - Bacharelado;62;7.0;88.7
2021;1;CPNA;História - Licenciatura;20;2.0;90.0
2021;1;CPNV;Pedagogia - Licenciatura;36;2.0;94.4
2021;1;CPPP;Matemática - Licenciatura;17;6.0;64.7
2021;1;CPPP;Sistemas de Informação - Bacharelado;29;2.0;93.1
2021;1;CPTL;Administração - Bacharelado;60;16.0;73.3
2021;1;CPTL;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;40;1.0;97.5
2021;1;CPTL;CIÊNCIAS CONTÁBEIS - BACHARELADO;52;11.0;78.8
2021;1;CPTL;Direito - Bacharelado;129;53.0;58.9
2021;1;CPTL;Enfermagem - Bacharelado;46;1.0;97.8
2021;1;CPTL;ENGENHARIA DE PRODUÇÃO - BACHARELADO;52;8.0;84.6
2021;1;CPTL;GEOGRAFIA - LICENCIATURA;23;1.0;95.7
2021;1;CPTL;História - Licenciatura;62;2.0;96.8
2021;1;CPTL;Letras - Licenciatura - Habilitação em Português/Inglês;47;2.0;95.7
2021;1;CPTL;Letras - Português e Espanhol - Licenciatura;22;3.0;86.4
2021;1;CPTL;Letras  Português e Literatura - Licenciatura;25;4.0;84.0
2021;1;CPTL;Medicina - Bacharelado;67;15.0;77.6
2021;1;CPTL;PEDAGOGIA - LICENCIATURA;40;8.0;80.0
2021;1;CPTL;Sistemas de Informação - Bacharelado;68;2.0;97.1
2021;1;ESAN;Administração - Bacharelado;128;31.0;75.8
2021;1;ESAN;Ciências Contábeis - Bacharelado;65;15.0;76.9
2021;1;ESAN;Ciências Econômicas - Bacharelado;58;3.0;94.8
2021;1;ESAN;Curso Superior de Tecnologia em Processos Gerenciais;60;6.0;90.0
2021;1;ESAN;Turismo - Bacharelado;42;10.0;76.2
2021;1;FAALC;Artes Visuais - Bacharelado -  Habilitação em Artes Plásticas;30;6.0;80.0
2021;1;FAALC;Artes Visuais - Licenciatura - Habilitação em Artes Plásticas;34;8.0;76.5
2021;1;FAALC;Jornalismo - Bacharelado;53;8.0;84.9
2021;1;FAALC;Música - Licenciatura;29;6.0;79.3
2021;1;FACFAN;FARMÁCIA - BACHARELADO;51;2.0;96.1
2021;1;FACFAN;NUTRIÇÃO - BACHARELADO;41;17.0;58.5
2021;1;FACH;Ciências Sociais - Bacharelado;107;4.0;96.3
2021;1;FACH;Filosofia - Licenciatura;112;1.0;99.1
2021;1;FACH;História - Licenciatura;60;6.0;90.0
2021;1;FACH;Psicologia - Bacharelado;59;20.0;66.1
2021;1;FACOM;Ciência da Computação - Bacharelado;66;3.0;95.5
2021;1;FACOM;Engenharia de Computação - Bacharelado;64;1.0;98.4
2021;1;FACOM;Engenharia de Software - Bacharelado;74;8.0;89.2
2021;1;FACOM;SISTEMAS DE INFORMAÇÃO - BACHARELADO;76;10.0;86.8
2021;1;FADIR;Direito - Bacharelado;69;40.0;42.0
2021;1;FADIR;DIREITO - BACHARELADO;4;1.0;75.0
2021;1;FAED;Educação Física - Licenciatura;41;35.0;14.6
2021;1;FAED;Pedagogia - Licenciatura;52;55.0;-5.8
2021;1;FAENG;Arquitetura e Urbanismo - Bacharelado;57;5.0;91.2
2021;1;FAENG;Engenharia Ambiental - Bacharelado;49;3.0;93.9
2021;1;FAENG;Engenharia Civil - Bacharelado;53;11.0;79.2
2021;1;FAENG;Engenharia de Produção - Bacharelado;53;14.0;73.6
2021;1;FAENG;Engenharia Elétrica - Bacharelado;87;11.0;87.4
2021;1;FAENG;Geografia - Bacharelado;42;5.0;88.1
2021;1;FAMED;Medicina - Bacharelado;112;71.0;36.6
2021;1;FAMEZ;Medicina Veterinária - Bacharelado;54;38.0;29.6
2021;1;FAMEZ;Zootecnia - Bacharelado;55;35.0;36.4
2021;1;FAODO;Odontologia - Bacharelado;54;3.0;94.4
2021;1;INBIO;Ciências Biológicas - Bacharelado;53;9.0;83.0
2021;1;INBIO;Ciências Biológicas - Licenciatura;55;14.0;74.5
2021;1;INISA;Enfermagem - Bacharelado;53;2.0;96.2
2021;1;INISA;Fisioterapia - Bacharelado;41;3.0;92.7
2021;1;INMA;Matemática - Licenciatura;44;3.0;93.2
2021;1;INQUI;Química - Bacharelado em Química Tecnológica;24;1.0;95.8
2021;1;INQUI;Química - Licenciatura;46;6.0;87.0
2021;2;CPAN;Direito - Bacharelado;1;30.0;-2900.0
2021;2;CPAN;Geografia - Licenciatura;3;1.0;66.7
2021;2;CPAN;História - Licenciatura;1;5.0;-400.0
2021;2;CPAN;Matemática - Licenciatura;2;8.0;-300.0
2021;2;CPAN;Pedagogia - Licenciatura;5;26.0;-420.0
2021;2;CPAN;Sistemas de Informação - Bacharelado;1;8.0;-700.0
2021;2;CPAQ;Ciências Biológicas - Licenciatura;4;6.0;-50.0
2021;2;CPAQ;Geografia - Bacharelado;2;3.0;-50.0
2021;2;CPAQ;Geografia - Licenciatura;2;20.0;-900.0
2021;2;CPAQ;História - Licenciatura;2;5.0;-150.0
2021;2;CPAQ;Letras - Licenciatura - Habilitação em Português e Espanhol;4;4.0;0.0
2021;2;CPAQ;Letras - Licenciatura - Habilitação em Português e Inglês;4;6.0;-50.0
2021;2;CPAQ;Matemática  - Licenciatura;2;18.0;-800.0
2021;2;CPCS;Administração - Bacharelado;2;16.0;-700.0
2021;2;CPCS;Agronomia - Bacharelado;2;15.0;-650.0
2021;2;CPCS;Engenharia Florestal - Bacharelado;1;10.0;-900.0
2021;2;CPCX;ENFERMAGEM - BACHARELADO;11;24.0;-118.2
2021;2;CPCX;Sistemas de Informação - Bacharelado;3;6.0;-100.0
2021;2;CPNA;Administração - Bacharelado;1;28.0;-2700.0
2021;2;CPNA;Ciências Contábeis - Bacharelado;1;10.0;-900.0
2021;2;CPPP;Matemática - Licenciatura;1;12.0;-1100.0
2021;2;CPPP;Pedagogia - Licenciatura;1;22.0;-2100.0
2021;2;CPPP;Sistemas de Informação - Bacharelado;2;4.0;-100.0
2021;2;CPTL;CIÊNCIAS BIOLÓGICAS - LICENCIATURA;1;16.0;-1500.0
2021;2;CPTL;Direito - Bacharelado;1;49.0;-4800.0
2021;2;CPTL;ENGENHARIA DE PRODUÇÃO - BACHARELADO;1;9.0;-800.0
2021;2;CPTL;GEOGRAFIA - LICENCIATURA;3;5.0;-66.7
2021;2;CPTL;História - Licenciatura;1;13.0;-1200.0
2021;2;CPTL;Letras - Licenciatura - Habilitação em Português/Inglês;2;7.0;-250.0
2021;2;CPTL;Letras - Português e Espanhol - Licenciatura;3;6.0;-100.0
2021;2;CPTL;Letras  Português e Literatura - Licenciatura;2;9.0;-350.0
2021;2;CPTL;Matemática - Licenciatura;1;8.0;-700.0
2021;2;ESAN;Administração - Bacharelado;3;44.0;-1366.7
2021;2;ESAN;Ciências Contábeis - Bacharelado;2;29.0;-1350.0
2021;2;ESAN;Ciências Econômicas - Bacharelado;6;2.0;66.7
2021;2;ESAN;Curso Superior de Tecnologia em Processos Gerenciais;2;22.0;-1000.0
2021;2;FACFAN;NUTRIÇÃO - BACHARELADO;2;8.0;-300.0
2021;2;FACH;Ciências Sociais - Bacharelado;13;5.0;61.5
2021;2;FACH;Filosofia - Licenciatura;4;8.0;-100.0
2021;2;FACH;Psicologia - Bacharelado;3;18.0;-500.0
2021;2;FACOM;Engenharia de Computação - Bacharelado;2;12.0;-500.0
2021;2;FACOM;Engenharia de Software - Bacharelado;1;21.0;-2000.0
2021;2;FADIR;Direito - Bacharelado;1;50.0;-4900.0
2021;2;FAED;Educação Física - Licenciatura;3;24.0;-700.0
2021;2;FAED;Pedagogia - Licenciatura;51;50.0;2.0
2021;2;FAENG;Engenharia Ambiental - Bacharelado;5;9.0;-80.0
2021;2;FAENG;Engenharia Civil - Bacharelado;52;28.0;46.2
2021;2;FAENG;Engenharia de Produção - Bacharelado;10;15.0;-50.0
2021;2;FAENG;Geografia - Bacharelado;2;14.0;-600.0
2021;2;FAMED;Medicina - Bacharelado;2;9.0;-350.0
2021;2;INFI;Física - Licenciatura;1;2.0;-100.0
2021;2;INISA;Fisioterapia - Bacharelado;1;23.0;-2200.0
2021;2;INMA;Matemática - Licenciatura;1;21.0;-2000.0
2021;2;INQUI;Química - Bacharelado em Química Tecnológica;5;14.0;-180.0
2021;2;INQUI;Química - Licenciatura;1;2.0;-100.0
